account_id,label,segment,region,released,abstained,blocked,outcome,correct,route,route_codes,confidence,margin,path,verification_passed,verification_attempts,unsupported_numeric_claims,cited_documents,citation_precision,wrong_account_citations,post_cutoff_citations,counterevidence,driver_overlap,conflict_triggered,tot_ran,retrieval_retried,latency_ms,prompt_tokens,completion_tokens,model_calls,errors
ACC-1139,Churned,Strategic,APAC,True,False,False,Churned,True,red,high_value_adverse,0.785491,0.447832,tree_of_thought,True,1,0,1,1.0,0,0,0,0.5,True,True,False,158.4,0,0,0,0
ACC-1144,Churned,Enterprise,EMEA,False,True,False,,,red,unresolved_conflict,0.0,0.0,abstained,True,0,0,0,,0,0,0,0.0,True,True,False,136.9,0,0,0,0
ACC-1146,Expanded,Strategic,APAC,True,False,False,Expanded,True,red,confidence_below_amber,0.507347,0.113848,fast,True,1,0,10,1.0,0,0,1,0.3333333333333333,False,False,True,273.8,0,0,0,0
ACC-1148,Renewed,Mid-Market,APAC,True,False,False,Renewed,True,amber,confidence_below_green;stale_sources,0.831624,0.708212,tree_of_thought,True,1,0,2,1.0,0,0,1,0.6666666666666666,True,True,False,128.5,0,0,0,0
ACC-1149,Expanded,Enterprise,NA,True,False,False,Renewed,False,amber,confidence_below_green;retrieval_gap;stale_sources,0.701952,0.412847,fast,True,1,0,13,1.0,0,0,0,0.3333333333333333,False,False,True,252.9,0,0,0,0
ACC-1163,Contracted,Enterprise,NA,False,True,False,,,red,unresolved_conflict,0.0,0.0,abstained,True,0,0,0,,0,0,0,0.0,True,True,False,152.2,0,0,0,0
ACC-1170,Renewed,Enterprise,EMEA,True,False,False,Renewed,True,amber,confidence_below_green;stale_sources,0.725277,0.720783,fast,True,1,0,11,1.0,0,0,1,0.3333333333333333,False,False,False,208.8,0,0,0,0
ACC-1177,Renewed,Enterprise,APAC,True,False,False,Renewed,True,amber,confidence_below_green,0.797755,0.670535,tree_of_thought,True,1,0,3,1.0,0,0,0,0.3333333333333333,True,True,False,177.5,0,0,0,0
ACC-1182,Renewed,Strategic,APAC,True,False,False,Renewed,True,amber,confidence_below_green,0.807433,0.92669,fast,True,1,0,14,1.0,0,0,1,0.3333333333333333,False,False,False,135.8,0,0,0,0
ACC-1185,Expanded,Mid-Market,APAC,True,False,False,Expanded,True,red,confidence_below_amber,0.638544,0.188698,fast,True,1,0,12,1.0,0,0,0,0.3333333333333333,False,False,True,236.3,0,0,0,0
ACC-1193,Renewed,Enterprise,EMEA,False,True,False,,,red,unresolved_conflict,0.0,0.0,abstained,True,0,0,0,,0,0,0,0.0,True,True,False,199.6,0,0,0,0
ACC-1199,Renewed,Strategic,NA,True,False,False,Renewed,True,amber,stale_sources,0.961191,0.932059,fast,True,1,0,13,1.0,0,0,0,0.5,False,False,False,158.2,0,0,0,0
ACC-1208,Churned,Mid-Market,EMEA,True,False,False,Churned,True,amber,confidence_below_green;stale_sources,0.753592,0.458461,tree_of_thought,True,1,0,3,1.0,0,0,0,0.16666666666666666,True,True,False,178.7,0,0,0,0
ACC-1210,Renewed,Enterprise,EMEA,False,True,False,,,red,unresolved_conflict,0.0,0.0,abstained,True,0,0,0,,0,0,0,0.0,True,True,False,173.4,0,0,0,0
ACC-1216,Renewed,Mid-Market,LATAM,False,True,False,,,red,unresolved_conflict,0.0,0.0,abstained,True,0,0,0,,0,0,0,0.0,True,True,False,225.5,0,0,0,0
ACC-1219,Expanded,Strategic,EMEA,True,False,False,Expanded,True,red,confidence_below_amber,0.61521,0.12203,fast,True,1,0,12,1.0,0,0,0,0.16666666666666666,False,False,True,231.0,0,0,0,0
ACC-1220,Renewed,Mid-Market,NA,False,True,False,,,red,unresolved_conflict,0.0,0.0,abstained,True,0,0,0,,0,0,0,0.0,True,True,False,156.8,0,0,0,0
ACC-1240,Expanded,Enterprise,EMEA,True,False,False,Expanded,True,red,confidence_below_amber,0.52146,0.12203,fast,True,1,0,13,1.0,0,0,1,0.6666666666666666,False,False,False,174.3,0,0,0,0
ACC-1252,Renewed,Mid-Market,NA,True,False,False,Renewed,True,amber,confidence_below_green;stale_sources,0.752294,0.410126,tree_of_thought,True,1,0,3,1.0,0,0,1,0.3333333333333333,True,True,False,189.4,0,0,0,0
ACC-1257,Expanded,Strategic,APAC,False,True,False,,,red,unresolved_conflict;high_value_account,0.0,0.0,abstained,True,0,0,0,,0,0,0,0.0,True,True,False,152.7,0,0,0,0
ACC-1259,Renewed,Enterprise,NA,True,False,False,Renewed,True,amber,confidence_below_green;stale_sources,0.800726,0.917109,fast,True,1,0,14,1.0,0,0,1,0.6666666666666666,False,False,False,187.5,0,0,0,0
