account_id,arm,route,released,outcome,label,correct,drivers,driver_overlap,verified_first_time,conflict_triggered,conflict_severity,tot_ran,latency_ms,prompt_tokens,completion_tokens
ACC-1078,linear,red,True,Renewed,Renewed,True,"('adoption_trend_13w', 'adverse_events_2q', 'avg_closed_csat_26w', 'favorable_events_2q', 'support_escalation_rate', 'onboarding_incomplete')",0.6666666666666666,True,True,severe,False,198.45708399952855,0,0
ACC-1080,linear,green,True,Churned,Churned,True,"('avg_closed_csat_26w', 'avg_note_sentiment_26w', 'support_escalation_rate', 'adoption_level_last_q', 'active_users_delta_6w', 'open_high_priority_count')",0.5,True,True,low,False,157.01158400042914,0,0
ACC-1081,linear,red,True,Renewed,Renewed,True,"('sponsor_lost', 'adverse_events_2q', 'avg_closed_csat_26w', 'adoption_trend_13w', 'onboarding_incomplete', 'sponsor_change')",0.6666666666666666,True,True,low,False,150.06483299657702,0,0
ACC-1082,linear,red,True,Renewed,Renewed,True,"('adoption_level_last_q', 'avg_closed_csat_26w', 'adverse_events_2q', 'onboarding_incomplete', 'adoption_trend_13w', 'support_escalation_rate')",0.3333333333333333,True,True,severe,False,155.35008299775654,0,0
ACC-1084,linear,red,True,Renewed,Renewed,True,"('adoption_level_last_q', 'adverse_events_2q', 'avg_closed_csat_26w', 'adoption_trend_13w', 'onboarding_incomplete', 'active_users_delta_6w')",0.16666666666666666,True,True,moderate,False,151.8372089994955,0,0
ACC-1087,linear,red,True,Renewed,Expanded,False,"('avg_closed_csat_26w', 'adverse_events_2q', 'open_high_priority_count', 'onboarding_incomplete', 'active_users_delta_6w', 'adoption_trend_13w')",0.16666666666666666,True,True,low,False,161.07691700017313,0,0
ACC-1088,linear,red,True,Renewed,Renewed,True,"('adoption_level_last_q', 'adverse_events_2q', 'avg_closed_csat_26w', 'favorable_events_2q', 'onboarding_incomplete', 'avg_note_sentiment_26w')",0.5,True,True,severe,False,151.98091699858196,0,0
ACC-1089,linear,red,True,Renewed,Contracted,False,"('adoption_level_last_q', 'avg_closed_csat_26w', 'adverse_events_2q', 'favorable_events_2q', 'avg_note_sentiment_26w', 'onboarding_incomplete')",0.6666666666666666,True,True,severe,False,270.5548749945592,0,0
ACC-1094,linear,amber,True,Renewed,Renewed,True,"('active_users_delta_6w', 'adverse_events_2q', 'sessions_delta_6w', 'onboarding_incomplete', 'adoption_trend_13w', 'support_escalation_rate')",0.3333333333333333,True,True,low,False,251.9860009997501,0,0
ACC-1095,linear,green,True,Churned,Churned,True,"('support_escalation_rate', 'avg_note_sentiment_26w', 'avg_closed_csat_26w', 'open_high_priority_count', 'adoption_level_last_q', 'adverse_events_2q')",0.5,True,True,low,False,178.55495800176868,0,0
ACC-1097,linear,red,True,Renewed,Renewed,True,"('adoption_level_last_q', 'avg_closed_csat_26w', 'avg_note_sentiment_26w', 'adverse_events_2q', 'active_users_delta_13w', 'onboarding_incomplete')",0.3333333333333333,True,True,moderate,False,142.5882499970612,0,0
ACC-1098,linear,red,True,Renewed,Renewed,True,"('avg_closed_csat_26w', 'sponsor_lost', 'adoption_trend_13w', 'avg_note_sentiment_26w', 'adverse_events_2q', 'avg_ticket_sentiment_26w')",0.5,True,True,moderate,False,171.85558400524314,0,0
ACC-1102,linear,red,True,Renewed,Contracted,False,"('adoption_level_last_q', 'support_escalation_rate', 'adverse_events_2q', 'open_high_priority_count', 'onboarding_incomplete', 'sponsor_change')",0.6666666666666666,True,True,low,False,167.11333300190745,0,0
ACC-1103,linear,amber,True,Renewed,Renewed,True,"('adoption_level_last_q', 'adverse_events_2q', 'adoption_trend_13w', 'onboarding_incomplete', 'avg_note_sentiment_26w', 'support_escalation_rate')",0.5,True,True,low,False,189.74200000229757,0,0
ACC-1107,linear,red,True,Renewed,Renewed,True,"('avg_closed_csat_26w', 'adoption_level_last_q', 'adverse_events_2q', 'favorable_events_2q', 'support_escalation_rate', 'onboarding_incomplete')",0.5,True,True,severe,False,206.801207998069,0,0
ACC-1108,linear,amber,True,Renewed,Renewed,True,"('adverse_events_2q', 'open_high_priority_count', 'onboarding_incomplete', 'avg_closed_csat_26w', 'sponsor_lost', 'ticket_count_26w')",0.16666666666666666,True,True,low,False,178.1021669958136,0,0
ACC-1109,linear,red,True,Renewed,Contracted,False,"('onboarding_incomplete', 'adverse_events_2q', 'avg_closed_csat_26w', 'adoption_level_last_q', 'high_priority_share_26w', 'support_escalation_rate')",0.8333333333333334,True,True,low,False,161.93516699422617,0,0
ACC-1110,linear,amber,True,Churned,Churned,True,"('avg_note_sentiment_26w', 'avg_closed_csat_26w', 'adoption_level_last_q', 'open_high_priority_count', 'adverse_events_2q', 'avg_ticket_sentiment_26w')",0.5,True,True,low,False,162.44691700558178,0,0
ACC-1112,linear,red,True,Expanded,Expanded,True,"('advanced_feature_depth', 'avg_note_sentiment_26w', 'avg_closed_csat_26w', 'product_breadth', 'adverse_events_2q', 'avg_ticket_sentiment_26w')",0.3333333333333333,True,True,moderate,False,139.04454099974828,0,0
ACC-1113,linear,red,True,Renewed,Renewed,True,"('avg_closed_csat_26w', 'avg_note_sentiment_26w', 'adoption_level_last_q', 'adverse_events_2q', 'adoption_trend_13w', 'open_high_priority_count')",0.5,True,True,low,False,179.24212499929126,0,0
ACC-1117,linear,red,True,Renewed,Expanded,False,"('adoption_trend_13w', 'sponsor_lost', 'adoption_level_last_q', 'adverse_events_2q', 'avg_note_sentiment_26w', 'onboarding_incomplete')",0.5,True,True,severe,False,160.24800000013784,0,0
ACC-1118,linear,red,True,Renewed,Renewed,True,"('adoption_level_last_q', 'avg_note_sentiment_26w', 'adverse_events_2q', 'favorable_events_2q', 'onboarding_incomplete', 'adoption_trend_13w')",0.3333333333333333,True,True,low,False,138.26216599409236,0,0
ACC-1122,linear,amber,True,Renewed,Renewed,True,"('onboarding_incomplete', 'adoption_level_last_q', 'adverse_events_2q', 'sessions_delta_6w', 'avg_note_sentiment_26w', 'active_users_delta_6w')",0.5,True,True,low,False,197.22537499910686,0,0
ACC-1123,linear,red,True,Renewed,Contracted,False,"('adverse_events_2q', 'adoption_level_last_q', 'favorable_events_2q', 'open_high_priority_count', 'onboarding_incomplete', 'ticket_count_26w')",0.3333333333333333,True,True,moderate,False,210.19654200063087,0,0
ACC-1124,linear,red,True,Renewed,Contracted,False,"('adverse_events_2q', 'adoption_level_last_q', 'onboarding_incomplete', 'adoption_trend_13w', 'ticket_count_26w', 'avg_closed_csat_26w')",0.6666666666666666,True,True,low,False,168.40820899960818,0,0
ACC-1127,linear,red,True,Renewed,Expanded,False,"('adoption_level_last_q', 'adverse_events_2q', 'avg_ticket_sentiment_26w', 'onboarding_incomplete', 'avg_note_sentiment_26w', 'support_escalation_rate')",0.3333333333333333,True,True,moderate,False,160.1339580010972,0,0
ACC-1130,linear,amber,True,Renewed,Renewed,True,"('avg_closed_csat_26w', 'adverse_events_2q', 'adoption_level_last_q', 'favorable_events_2q', 'open_high_priority_count', 'adoption_trend_13w')",0.5,True,True,low,False,135.9447920040111,0,0
ACC-1132,linear,red,True,Expanded,Expanded,True,"('advanced_feature_depth', 'avg_ticket_sentiment_26w', 'avg_note_sentiment_26w', 'product_breadth', 'high_priority_share_26w', 'avg_closed_csat_26w')",0.3333333333333333,True,True,low,False,145.7501249969937,0,0
ACC-1138,linear,red,True,Renewed,Renewed,True,"('adoption_level_last_q', 'adverse_events_2q', 'favorable_events_2q', 'onboarding_incomplete', 'support_escalation_rate', 'avg_note_sentiment_26w')",0.3333333333333333,True,True,severe,False,156.39779200137127,0,0
ACC-1141,linear,amber,True,Churned,Churned,True,"('avg_closed_csat_26w', 'adoption_level_last_q', 'avg_note_sentiment_26w', 'onboarding_incomplete', 'advanced_feature_depth', 'avg_ticket_sentiment_26w')",0.3333333333333333,True,True,low,False,158.4331660051248,0,0
ACC-1143,linear,red,True,Renewed,Renewed,True,"('adverse_events_2q', 'open_high_priority_count', 'avg_closed_csat_26w', 'adoption_level_last_q', 'onboarding_incomplete', 'support_escalation_rate')",0.5,True,True,severe,False,146.20429099886678,0,0
ACC-1145,linear,green,True,Renewed,Renewed,True,"('adoption_level_last_q', 'adverse_events_2q', 'avg_closed_csat_26w', 'avg_ticket_sentiment_26w', 'onboarding_incomplete', 'support_escalation_rate')",0.3333333333333333,True,True,low,False,129.3662919997587,0,0
ACC-1147,linear,amber,True,Renewed,Renewed,True,"('adverse_events_2q', 'adoption_level_last_q', 'onboarding_incomplete', 'avg_note_sentiment_26w', 'support_escalation_rate', 'adoption_trend_13w')",0.5,True,True,low,False,140.1771250020829,0,0
ACC-1150,linear,green,True,Renewed,Renewed,True,"('sponsor_lost', 'adoption_level_last_q', 'adoption_trend_13w', 'active_users_delta_6w', 'sessions_delta_6w', 'adverse_events_2q')",0.3333333333333333,True,True,moderate,False,143.52970800246112,0,0
ACC-1151,linear,red,True,Renewed,Contracted,False,"('avg_closed_csat_26w', 'adoption_trend_13w', 'active_users_delta_6w', 'sessions_delta_6w', 'adverse_events_2q', 'avg_ticket_sentiment_26w')",0.5,True,True,low,False,137.97654199879616,0,0
ACC-1154,linear,red,True,Renewed,Renewed,True,"('adoption_level_last_q', 'adverse_events_2q', 'adoption_trend_13w', 'onboarding_incomplete', 'avg_note_sentiment_26w', 'active_users_delta_13w')",0.5,True,True,low,False,250.05995800165692,0,0
ACC-1156,linear,red,True,Renewed,Renewed,True,"('adoption_level_last_q', 'adverse_events_2q', 'avg_closed_csat_26w', 'avg_note_sentiment_26w', 'onboarding_incomplete', 'sponsor_change')",0.6666666666666666,True,True,severe,False,184.44383399764774,0,0
ACC-1157,linear,red,True,Renewed,Renewed,True,"('avg_closed_csat_26w', 'adoption_level_last_q', 'active_users_delta_6w', 'adverse_events_2q', 'sessions_delta_6w', 'adoption_trend_13w')",0.6666666666666666,True,True,severe,False,146.12079200014705,0,0
ACC-1159,linear,red,True,Expanded,Expanded,True,"('product_breadth', 'advanced_feature_depth', 'adverse_events_2q', 'avg_note_sentiment_26w', 'adoption_trend_13w', 'avg_ticket_sentiment_26w')",0.5,True,True,low,False,224.4062079989817,0,0
ACC-1160,linear,red,True,Expanded,Expanded,True,"('advanced_feature_depth', 'avg_ticket_sentiment_26w', 'adverse_events_2q', 'avg_note_sentiment_26w', 'avg_closed_csat_26w', 'product_breadth')",0.3333333333333333,True,True,low,False,179.95695900026476,0,0
ACC-1162,linear,amber,True,Renewed,Renewed,True,"('onboarding_incomplete', 'avg_closed_csat_26w', 'adoption_level_last_q', 'adverse_events_2q', 'sponsor_change', 'adoption_trend_13w')",0.8333333333333334,True,True,low,False,160.72429199994076,0,0
ACC-1164,linear,amber,True,Renewed,Renewed,True,"('adoption_level_last_q', 'avg_closed_csat_26w', 'adverse_events_2q', 'active_users_delta_6w', 'sessions_delta_6w', 'onboarding_incomplete')",0.3333333333333333,True,True,moderate,False,155.8241660022759,0,0
ACC-1165,linear,red,True,Renewed,Renewed,True,"('adoption_level_last_q', 'adverse_events_2q', 'onboarding_incomplete', 'support_escalation_rate', 'avg_note_sentiment_26w', 'adoption_trend_13w')",0.3333333333333333,True,True,severe,False,185.81491600343725,0,0
ACC-1166,linear,red,True,Renewed,Renewed,True,"('onboarding_incomplete', 'avg_closed_csat_26w', 'adoption_level_last_q', 'adverse_events_2q', 'avg_ticket_sentiment_26w', 'support_escalation_rate')",0.3333333333333333,True,True,low,False,170.3100840022671,0,0
ACC-1169,linear,amber,True,Churned,Churned,True,"('avg_closed_csat_26w', 'adverse_events_2q', 'adoption_level_last_q', 'avg_note_sentiment_26w', 'advanced_feature_depth', 'product_breadth')",0.5,True,True,low,False,160.30474999570288,0,0
ACC-1171,linear,green,True,Renewed,Renewed,True,"('avg_closed_csat_26w', 'adverse_events_2q', 'adoption_level_last_q', 'avg_note_sentiment_26w', 'avg_ticket_sentiment_26w', 'favorable_events_2q')",0.3333333333333333,True,True,moderate,False,141.5192089989432,0,0
ACC-1173,linear,red,True,Renewed,Renewed,True,"('adoption_level_last_q', 'adoption_trend_13w', 'active_users_delta_6w', 'adverse_events_2q', 'sessions_delta_6w', 'support_escalation_rate')",0.6666666666666666,True,True,low,False,249.62912499904633,0,0
ACC-1174,linear,red,True,Contracted,Contracted,True,"('advanced_feature_depth', 'sponsor_change', 'adoption_level_last_q', 'high_priority_share_26w', 'sponsor_lost', 'avg_note_sentiment_26w')",0.3333333333333333,True,True,low,False,163.0403750023106,0,0
ACC-1175,linear,amber,True,Renewed,Renewed,True,"('adverse_events_2q', 'avg_closed_csat_26w', 'favorable_events_2q', 'onboarding_incomplete', 'adoption_level_last_q', 'avg_ticket_sentiment_26w')",0.16666666666666666,True,True,moderate,False,150.21929099748377,0,0
ACC-1178,linear,red,True,Renewed,Expanded,False,"('adoption_level_last_q', 'avg_closed_csat_26w', 'adverse_events_2q', 'avg_note_sentiment_26w', 'favorable_events_2q', 'onboarding_incomplete')",0.16666666666666666,True,True,severe,False,151.1353340029018,0,0
ACC-1179,linear,amber,True,Renewed,Renewed,True,"('adoption_level_last_q', 'adverse_events_2q', 'onboarding_incomplete', 'support_escalation_rate', 'avg_note_sentiment_26w', 'avg_closed_csat_26w')",0.5,True,True,moderate,False,151.13391599879833,0,0
ACC-1180,linear,amber,True,Renewed,Renewed,True,"('adoption_level_last_q', 'avg_note_sentiment_26w', 'adverse_events_2q', 'favorable_events_2q', 'onboarding_incomplete', 'support_escalation_rate')",0.5,True,True,moderate,False,147.3152909966302,0,0
ACC-1183,linear,red,True,Expanded,Expanded,True,"('avg_ticket_sentiment_26w', 'advanced_feature_depth', 'avg_closed_csat_26w', 'avg_note_sentiment_26w', 'high_priority_share_26w', 'adverse_events_2q')",0.3333333333333333,True,True,moderate,False,194.3206249998184,0,0
ACC-1186,linear,amber,True,Renewed,Renewed,True,"('adverse_events_2q', 'avg_closed_csat_26w', 'support_escalation_rate', 'onboarding_incomplete', 'adoption_level_last_q', 'ticket_count_26w')",0.5,True,True,moderate,False,230.56850099965231,0,0
ACC-1188,linear,amber,True,Renewed,Renewed,True,"('adoption_level_last_q', 'active_users_delta_6w', 'adverse_events_2q', 'sessions_delta_6w', 'adoption_trend_13w', 'open_high_priority_count')",0.5,True,True,moderate,False,146.8596670019906,0,0
ACC-1189,linear,red,True,Renewed,Renewed,True,"('adoption_level_last_q', 'avg_closed_csat_26w', 'adverse_events_2q', 'avg_note_sentiment_26w', 'avg_ticket_sentiment_26w', 'adoption_trend_13w')",0.6666666666666666,True,True,low,False,147.28145800472703,0,0
ACC-1190,linear,amber,True,Renewed,Renewed,True,"('adverse_events_2q', 'avg_closed_csat_26w', 'onboarding_incomplete', 'avg_note_sentiment_26w', 'support_escalation_rate', 'adoption_level_last_q')",0.5,True,True,low,False,132.43158299883362,0,0
ACC-1191,linear,amber,True,Renewed,Renewed,True,"('adoption_level_last_q', 'avg_closed_csat_26w', 'adverse_events_2q', 'active_users_delta_6w', 'adoption_trend_13w', 'active_users_delta_13w')",0.5,True,True,low,False,150.79012499336386,0,0
ACC-1196,linear,red,True,Expanded,Expanded,True,"('product_breadth', 'adverse_events_2q', 'advanced_feature_depth', 'high_priority_share_26w', 'avg_note_sentiment_26w', 'sessions_delta_6w')",0.3333333333333333,True,True,severe,False,147.15274999616668,0,0
ACC-1204,linear,red,True,Renewed,Churned,False,"('adoption_level_last_q', 'avg_closed_csat_26w', 'adverse_events_2q', 'avg_ticket_sentiment_26w', 'avg_note_sentiment_26w', 'active_users_delta_6w')",0.3333333333333333,True,True,low,False,155.31716599798528,0,0
ACC-1215,linear,red,True,Churned,Churned,True,"('adverse_events_2q', 'avg_note_sentiment_26w', 'active_users_delta_6w', 'advanced_feature_depth', 'avg_closed_csat_26w', 'product_breadth')",0.3333333333333333,True,True,low,False,182.129332999466,0,0
ACC-1218,linear,red,True,Expanded,Expanded,True,"('advanced_feature_depth', 'avg_note_sentiment_26w', 'avg_ticket_sentiment_26w', 'product_breadth', 'avg_closed_csat_26w', 'adverse_events_2q')",0.3333333333333333,True,True,moderate,False,195.00049999624025,0,0
ACC-1222,linear,red,True,Renewed,Contracted,False,"('adoption_level_last_q', 'avg_closed_csat_26w', 'adoption_trend_13w', 'active_users_delta_6w', 'adverse_events_2q', 'sessions_delta_6w')",0.5,True,True,low,False,170.7147079941933,0,0
ACC-1223,linear,amber,True,Renewed,Renewed,True,"('avg_closed_csat_26w', 'adoption_level_last_q', 'adverse_events_2q', 'onboarding_incomplete', 'adoption_trend_13w', 'avg_note_sentiment_26w')",0.5,True,True,moderate,False,129.337750004197,0,0
ACC-1225,linear,red,True,Renewed,Renewed,True,"('adverse_events_2q', 'adoption_level_last_q', 'adoption_trend_13w', 'support_escalation_rate', 'avg_note_sentiment_26w', 'onboarding_incomplete')",0.5,True,True,low,False,172.5062080004136,0,0
ACC-1226,linear,amber,True,Renewed,Renewed,True,"('onboarding_incomplete', 'adoption_level_last_q', 'adverse_events_2q', 'open_high_priority_count', 'avg_closed_csat_26w', 'avg_ticket_sentiment_26w')",0.5,True,True,low,False,161.96566700091353,0,0
ACC-1229,linear,amber,True,Renewed,Renewed,True,"('adoption_level_last_q', 'adverse_events_2q', 'onboarding_incomplete', 'support_escalation_rate', 'adoption_trend_13w', 'avg_note_sentiment_26w')",0.6666666666666666,True,True,low,False,284.0945420030039,0,0
ACC-1230,linear,red,True,Renewed,Renewed,True,"('adoption_level_last_q', 'avg_closed_csat_26w', 'adverse_events_2q', 'adoption_trend_13w', 'favorable_events_2q', 'onboarding_incomplete')",0.5,True,True,severe,False,141.4271249959711,0,0
ACC-1231,linear,red,True,Renewed,Contracted,False,"('adoption_level_last_q', 'adverse_events_2q', 'onboarding_incomplete', 'sponsor_change', 'adoption_trend_13w', 'avg_note_sentiment_26w')",0.8333333333333334,True,True,low,False,160.87658399919746,0,0
ACC-1234,linear,red,True,Contracted,Contracted,True,"('sponsor_change', 'advanced_feature_depth', 'high_priority_share_26w', 'adverse_events_2q', 'sessions_delta_6w', 'product_breadth')",0.5,True,True,severe,False,172.17299999902025,0,0
ACC-1239,linear,green,True,Renewed,Renewed,True,"('adverse_events_2q', 'avg_closed_csat_26w', 'favorable_events_2q', 'adoption_level_last_q', 'onboarding_incomplete', 'support_escalation_rate')",0.0,True,True,low,False,132.35312500182772,0,0
ACC-1242,linear,red,True,Expanded,Expanded,True,"('product_breadth', 'avg_closed_csat_26w', 'advanced_feature_depth', 'adverse_events_2q', 'avg_ticket_sentiment_26w', 'avg_note_sentiment_26w')",0.3333333333333333,True,True,severe,False,151.5485829950194,0,0
ACC-1244,linear,amber,True,Renewed,Renewed,True,"('adoption_level_last_q', 'avg_closed_csat_26w', 'adverse_events_2q', 'onboarding_incomplete', 'adoption_trend_13w', 'avg_note_sentiment_26w')",0.6666666666666666,True,True,low,False,229.32016599952476,0,0
ACC-1245,linear,amber,True,Renewed,Renewed,True,"('adoption_level_last_q', 'adverse_events_2q', 'favorable_events_2q', 'avg_ticket_sentiment_26w', 'onboarding_incomplete', 'avg_note_sentiment_26w')",0.3333333333333333,True,True,low,False,138.66462500300258,0,0
ACC-1246,linear,red,True,Renewed,Renewed,True,"('onboarding_incomplete', 'adoption_level_last_q', 'adverse_events_2q', 'favorable_events_2q', 'avg_note_sentiment_26w', 'support_escalation_rate')",0.5,True,True,moderate,False,178.36391700257082,0,0
ACC-1248,linear,red,True,Renewed,Renewed,True,"('adoption_level_last_q', 'adoption_trend_13w', 'adverse_events_2q', 'active_users_delta_6w', 'active_users_delta_13w', 'sessions_delta_6w')",0.5,True,True,severe,False,134.99004100594902,0,0
ACC-1251,linear,red,True,Renewed,Renewed,True,"('adoption_level_last_q', 'adverse_events_2q', 'onboarding_incomplete', 'avg_closed_csat_26w', 'active_users_delta_6w', 'adoption_trend_13w')",0.3333333333333333,True,True,severe,False,159.11504100222373,0,0
ACC-1254,linear,red,True,Expanded,Expanded,True,"('advanced_feature_depth', 'product_breadth', 'adverse_events_2q', 'avg_note_sentiment_26w', 'adoption_level_last_q', 'adoption_trend_13w')",0.6666666666666666,True,True,moderate,False,152.38154200051213,0,0
ACC-1258,linear,green,True,Renewed,Renewed,True,"('avg_closed_csat_26w', 'adverse_events_2q', 'avg_ticket_sentiment_26w', 'adoption_trend_13w', 'adoption_level_last_q', 'onboarding_incomplete')",0.6666666666666666,True,True,moderate,False,137.9735829978017,0,0
ACC-1002,conflict_gated,amber,True,Renewed,Renewed,True,"('avg_closed_csat_26w', 'adverse_events_2q', 'onboarding_incomplete', 'avg_note_sentiment_26w', 'support_escalation_rate', 'adoption_level_last_q')",0.5,True,True,moderate,True,132.5298749943613,0,0
